Date,Indoor Temperature,Indoor Humidity,Outdoor Temperature 1,Outdoor Humidity 1,Outdoor Temperature 2,Outdoor Humidity 2,Outdoor Temperature 3,Outdoor Humidity 3,Outdoor Temperature 4,Outdoor Humidity 4,Outdoor Temperature 5,Outdoor Humidity 5
15.01.2008 19:35,71.7,52,64,52,34.7,---,34.5,---,---,---,---,---
15.01.2008 19:40,71.6,52,64,52,34.7,---,34.5,---,---,---,---,---
15.01.2008 19:45,71.6,52,64,52,34.7,---,34.3,---,---,---,---,---
15.01.2008 19:50,71.4,52,63.8,52,34.7,---,34.3,---,---,---,---,---
15.01.2008 19:55,71.2,52,63.8,52,34.7,---,34.3,---,---,---,---,---
15.01.2008 20:00,71.2,52,63.8,52,34.7,---,34.5,---,---,---,---,---
15.01.2008 20:05,71.2,52,63.6,53,34.7,---,34.3,---,---,---,---,---
15.01.2008 20:10,71,53,63.5,53,---,---,34.3,---,---,---,---,---
15.01.2008 20:15,70.8,53,63.5,53,---,---,34.3,---,---,---,---,---
15.01.2008 20:20,70.8,53,63.5,53,---,---,34.1,---,---,---,---,---
15.01.2008 20:25,70.8,54,63.3,53,---,---,34.1,---,---,---,---,---
15.01.2008 20:30,70.7,54,63.1,53,---,---,34.1,---,---,---,---,---
15.01.2008 20:35,70.5,54,63.1,53,---,---,34.1,---,---,---,---,---
15.01.2008 20:40,70.5,54,63.1,54,34.5,---,34.1,---,---,---,---,---
15.01.2008 20:45,70.5,54,63.1,53,34.5,---,34.3,---,---,---,---,---
15.01.2008 20:50,70.3,54,63.1,53,34.5,---,34.3,---,---,---,---,---
15.01.2008 20:55,70.3,54,63.1,53,34.5,---,34.3,---,---,---,---,---
15.01.2008 21:00,70.1,54,63.1,53,34.5,---,34.3,---,---,---,---,---
15.01.2008 21:05,70.1,53,63.1,53,34.5,---,34.5,---,---,---,---,---
15.01.2008 21:10,70.1,53,63.1,53,34.5,---,34.5,---,---,---,---,---
15.01.2008 21:15,70.1,53,62.9,53,34.5,---,34.5,---,---,---,---,---
15.01.2008 21:20,69.9,53,62.9,53,34.5,---,34.8,---,---,---,---,---
15.01.2008 21:25,69.9,53,62.7,53,34.5,---,34.8,---,---,---,---,---
15.01.2008 21:30,70.1,53,62.7,53,34.5,---,34.8,---,---,---,---,---
15.01.2008 21:35,70.3,53,62.7,53,34.7,---,34.8,---,---,---,---,---
15.01.2008 21:40,70.7,53,62.9,55,34.7,---,34.8,---,---,---,---,---
15.01.2008 21:45,71,53,63.1,56,34.8,---,34.8,---,---,---,---,---
15.01.2008 21:50,71.2,53,63.3,56,34.8,---,34.8,---,---,---,---,---
15.01.2008 21:55,71.6,53,63.3,55,34.8,---,34.8,---,---,---,---,---
15.01.2008 22:00,71.4,53,63.3,54,34.8,---,34.8,---,---,---,---,---
15.01.2008 22:05,71.2,52,63.1,53,35,---,34.8,---,---,---,---,---
15.01.2008 22:10,71.2,52,63.1,53,35,---,34.8,---,---,---,---,---
15.01.2008 22:15,71,51,63.1,53,35,---,34.8,---,---,---,---,---
15.01.2008 22:20,70.8,51,63.1,52,35,---,34.5,---,---,---,---,---
15.01.2008 22:25,70.8,51,63.1,52,34.8,---,34.3,---,---,---,---,---
15.01.2008 22:30,70.7,51,63.1,52,34.8,---,34.1,---,---,---,---,---
15.01.2008 22:35,70.8,51,63.1,53,34.7,---,34.1,---,---,---,---,---
15.01.2008 22:40,71,50,63.1,54,34.7,---,33.9,---,---,---,---,---
15.01.2008 22:45,71.2,50,63.1,55,34.5,---,33.9,---,---,---,---,---
15.01.2008 22:50,71.4,50,63.3,54,34.5,---,33.9,---,---,---,---,---
15.01.2008 22:55,71.6,50,63.1,54,34.5,---,33.9,---,---,---,---,---
15.01.2008 23:00,71.4,49,63.1,54,34.5,---,33.6,---,---,---,---,---
15.01.2008 23:05,71.2,49,63.1,53,34.3,---,33.6,---,---,---,---,---
15.01.2008 23:10,71.2,49,63.1,53,34.3,---,33.6,---,---,---,---,---
15.01.2008 23:15,71,49,63.1,53,34.3,---,33.2,---,---,---,---,---
15.01.2008 23:20,70.8,49,63.1,53,34.3,---,33.2,---,---,---,---,---
15.01.2008 23:25,71,49,63.1,53,34.1,---,33,---,---,---,---,---
15.01.2008 23:30,71.2,49,63.1,55,34.1,---,32.7,---,---,---,---,---
15.01.2008 23:35,71.4,49,63.3,55,34.1,---,32.7,---,---,---,---,---
15.01.2008 23:40,71.6,48,63.3,55,34.1,---,32.7,---,---,---,---,---
15.01.2008 23:45,71.6,48,63.3,54,34.1,---,32.5,---,---,---,---,---
15.01.2008 23:50,71.7,48,63.3,54,34.1,---,32.5,---,---,---,---,---
15.01.2008 23:55,71.6,48,63.3,53,34.1,---,32.5,---,---,---,---,---
16.01.2008 00:00,71.6,47,63.1,53,33.2,---,32.3,---,---,---,---,---
16.01.2008 00:08,71.6,47,63.1,53,33.2,---,32.3,---,---,---,---,---
16.01.2008 00:10,71.2,47,63.3,53,33.4,---,32.3,---,---,---,---,---
16.01.2008 00:15,71.2,47,63.3,52,33,---,32.3,---,---,---,---,---
16.01.2008 00:20,71,47,63.1,52,33,---,32.1,---,---,---,---,---
16.01.2008 00:25,70.8,47,63.1,52,33,---,32.1,---,---,---,---,---
16.01.2008 00:30,70.7,47,62.9,52,32.9,---,32.1,---,---,---,---,---
16.01.2008 00:35,70.5,47,62.9,52,32.9,---,32.1,---,---,---,---,---
16.01.2008 00:40,70.3,47,62.7,52,32.9,---,32.1,---,---,---,---,---
16.01.2008 00:45,70.3,47,62.7,51,32.9,---,31.6,---,---,---,---,---
16.01.2008 00:50,70.1,47,62.7,51,32.9,---,31.4,---,---,---,---,---
16.01.2008 00:55,69.9,47,62.6,51,32.5,---,31.4,---,---,---,---,---
16.01.2008 01:00,69.8,47,62.6,51,32.5,---,31.2,---,---,---,---,---
16.01.2008 01:05,69.8,47,62.4,51,32.5,---,31.1,---,---,---,---,---
16.01.2008 01:10,69.6,47,62.4,50,32.5,---,30.9,---,---,---,---,---
16.01.2008 01:15,69.4,46,62.4,50,32.5,---,30.9,---,---,---,---,---
16.01.2008 01:20,69.2,46,62.2,50,32.1,---,30.9,---,---,---,---,---
16.01.2008 01:25,69.2,47,62.2,50,32.1,---,30.9,---,---,---,---,---
16.01.2008 01:30,69,47,62,50,32.1,---,30.3,---,---,---,---,---
16.01.2008 01:35,68.9,47,62,50,32,---,30.3,---,---,---,---,---
16.01.2008 01:40,68.7,47,62,50,32,---,30.3,---,---,---,---,---
16.01.2008 01:45,68.7,47,61.8,50,31.8,---,30.3,---,---,---,---,---
16.01.2008 01:50,68.9,47,61.8,50,31.6,---,30.3,---,---,---,---,---
16.01.2008 01:55,69.2,47,61.8,51,31.6,---,30,---,---,---,---,---
16.01.2008 02:00,69.4,47,62,52,31.6,---,29.8,---,---,---,---,---
16.01.2008 02:05,69.8,47,62.4,54,31.2,---,29.6,---,---,---,---,---
16.01.2008 02:10,70.1,47,62.4,54,31.1,---,29.6,---,---,---,---,---
16.01.2008 02:15,70.3,46,62.6,54,31.1,---,29.6,---,---,---,---,---
16.01.2008 02:20,70.7,46,62.6,55,30.9,---,29.6,---,---,---,---,---
16.01.2008 02:25,70.8,45,62.7,55,30.9,---,29.3,---,---,---,---,---
16.01.2008 02:30,70.8,45,62.7,55,30.9,---,29.3,---,---,---,---,---
16.01.2008 02:35,70.8,45,62.7,54,30.7,---,29.3,---,---,---,---,---
16.01.2008 02:40,70.8,45,62.7,53,30.5,---,29.3,---,---,---,---,---
16.01.2008 02:45,70.8,45,62.6,52,30.3,---,28.5,---,---,---,---,---
16.01.2008 02:50,70.7,45,62.4,51,30.3,---,28.5,---,---,---,---,---
16.01.2008 02:55,70.5,45,62.4,52,30.3,---,28.2,---,---,---,---,---
16.01.2008 03:00,70.3,44,62.4,52,30,---,28,---,---,---,---,---
16.01.2008 03:05,70.1,44,62.4,52,30,---,28,---,---,---,---,---
16.01.2008 03:10,70.1,44,62.4,51,29.6,---,27.8,---,---,---,---,---
16.01.2008 03:15,69.9,44,62.4,51,29.6,---,27.8,---,---,---,---,---
16.01.2008 03:20,69.8,44,62.4,50,29.4,---,27.8,---,---,---,---,---
16.01.2008 03:25,69.6,44,62.2,50,29.4,---,27.8,---,---,---,---,---
16.01.2008 03:30,69.4,45,62.2,50,29.4,---,27.8,---,---,---,---,---
16.01.2008 03:35,69.4,45,62,50,29.4,---,27.8,---,---,---,---,---
16.01.2008 03:40,69.2,45,62,50,29.4,---,27.8,---,---,---,---,---
16.01.2008 03:45,69,45,61.8,50,29.3,---,27.8,---,---,---,---,---
16.01.2008 03:50,69,45,61.8,50,29.1,---,27.8,---,---,---,---,---
16.01.2008 03:55,68.9,45,61.8,49,29.1,---,27.6,---,---,---,---,---
16.01.2008 04:00,68.7,45,61.7,49,29.1,---,27.6,---,---,---,---,---
16.01.2008 04:05,68.5,45,61.7,49,29.1,---,27.6,---,---,---,---,---
16.01.2008 04:10,68.3,45,61.7,49,29.1,---,27.5,---,---,---,---,---
16.01.2008 04:15,68.1,45,61.7,49,29.1,---,27.6,---,---,---,---,---
16.01.2008 04:20,68,45,61.5,49,29.1,---,27.5,---,---,---,---,---
16.01.2008 04:25,68,45,61.5,49,29.1,---,27.5,---,---,---,---,---
16.01.2008 04:30,67.8,45,61.5,49,29.1,---,27.5,---,---,---,---,---
16.01.2008 04:35,67.8,45,61.3,49,29.1,---,27.5,---,---,---,---,---
16.01.2008 04:40,67.6,45,61.3,49,29.1,---,27.5,---,---,---,---,---
16.01.2008 04:45,67.6,46,61.3,49,29.1,---,27.5,---,---,---,---,---
16.01.2008 04:50,67.4,46,61.1,48,29.1,---,27.5,---,---,---,---,---
16.01.2008 04:55,67.4,46,61.1,48,29.1,---,27.8,---,---,---,---,---
16.01.2008 05:00,67.2,46,60.9,48,29.1,---,27.8,---,---,---,---,---
16.01.2008 05:05,67.2,46,60.9,48,29.1,---,27.6,---,---,---,---,---
16.01.2008 05:10,67.1,46,60.9,48,29.1,---,27.8,---,---,---,---,---
16.01.2008 05:15,67.1,46,60.9,48,29.1,---,27.8,---,---,---,---,---
16.01.2008 05:20,67.2,46,60.9,49,29.1,---,27.6,---,---,---,---,---
16.01.2008 05:25,67.4,46,60.9,49,29.1,---,27.8,---,---,---,---,---
16.01.2008 05:30,67.8,46,60.9,50,29.3,---,27.8,---,---,---,---,---
16.01.2008 05:35,68.1,45,60.9,51,29.3,---,27.8,---,---,---,---,---
16.01.2008 05:40,68.5,45,61.1,52,29.3,---,27.8,---,---,---,---,---
16.01.2008 05:45,68.9,45,61.3,52,29.4,---,27.8,---,---,---,---,---
16.01.2008 05:50,69,45,61.3,53,29.4,---,28,---,---,---,---,---
16.01.2008 05:55,69.4,44,61.5,54,29.4,---,28,---,---,---,---,---
16.01.2008 06:00,69.6,44,61.5,54,29.6,---,28,---,---,---,---,---
16.01.2008 06:05,69.8,44,61.7,55,29.6,---,28,---,---,---,---,---
16.01.2008 06:10,70.1,44,61.7,55,29.6,---,28,---,---,---,---,---
16.01.2008 06:15,70.1,44,61.7,55,29.6,---,28.2,---,---,---,---,---
16.01.2008 06:20,70.3,44,61.8,55,29.8,---,28.2,---,---,---,---,---
16.01.2008 06:25,70.5,43,62,56,30,---,28.5,---,---,---,---,---
16.01.2008 06:30,70.8,43,62,56,30,---,28.5,---,---,---,---,---
16.01.2008 06:35,70.8,43,62,57,30,---,28.5,---,---,---,---,---
16.01.2008 06:40,71.2,43,62.2,57,30,---,28.5,---,---,---,---,---
16.01.2008 06:45,71.2,43,62.4,57,30,---,28.5,---,---,---,---,---
16.01.2008 06:50,71.4,43,62.4,58,30,---,29.3,---,---,---,---,---
16.01.2008 06:55,71.4,43,62.4,56,30,---,29.1,---,---,---,---,---
16.01.2008 07:00,71.4,43,62.4,56,30,---,29.3,---,---,---,---,---
16.01.2008 07:05,71.2,43,62.4,55,30,---,29.3,---,---,---,---,---
16.01.2008 07:10,71.2,43,62.4,55,30,---,29.3,---,---,---,---,---
16.01.2008 07:15,71.2,43,62.4,55,30,---,29.3,---,---,---,---,---
16.01.2008 07:20,71,43,62.4,54,30,---,29.3,---,---,---,---,---
16.01.2008 07:25,70.8,44,62.4,55,30,---,29.3,---,---,---,---,---
16.01.2008 07:30,70.8,45,62.4,54,30,---,29.3,---,---,---,---,---
16.01.2008 07:35,70.7,46,62.2,54,---,---,29.6,---,---,---,---,---
16.01.2008 07:40,70.7,47,62,54,---,---,29.6,---,---,---,---,---
16.01.2008 07:45,70.5,47,62,53,---,---,29.8,---,---,---,---,---
16.01.2008 07:50,70.5,47,62,52,30.5,---,30,---,---,---,---,---
16.01.2008 07:55,70.3,47,62,52,30.5,---,30.3,---,---,---,---,---
16.01.2008 08:00,70.1,48,62,52,30.7,---,30.3,---,---,---,---,---
16.01.2008 08:05,70.1,48,62,51,30.7,---,30.3,---,---,---,---,---
16.01.2008 08:10,70.1,48,61.8,52,30.9,---,30.9,---,---,---,---,---
16.01.2008 08:15,69.9,48,61.8,51,30.9,---,30.9,---,---,---,---,---
16.01.2008 08:20,69.8,48,61.8,52,30.9,---,31.1,---,---,---,---,---
16.01.2008 08:25,69.6,48,61.8,51,30.9,---,31.1,---,---,---,---,---
16.01.2008 08:30,69.4,48,61.8,51,31.1,---,31.2,---,---,---,---,---
16.01.2008 08:35,69.4,48,61.8,51,31.1,---,32.1,---,---,---,---,---
16.01.2008 08:40,69.4,48,61.7,50,31.1,---,32.1,---,---,---,---,---
16.01.2008 08:45,69.2,48,61.7,50,31.1,---,32.1,---,---,---,---,---
16.01.2008 08:50,69.2,48,61.7,50,31.6,---,32.1,---,---,---,---,---
16.01.2008 08:55,69,49,61.7,50,31.6,---,32.3,---,---,---,---,---
16.01.2008 09:00,69,49,61.7,51,31.6,---,32.3,---,---,---,---,---
16.01.2008 09:05,69,49,61.7,50,31.6,---,32.3,---,---,---,---,---
16.01.2008 09:10,68.9,49,61.7,50,31.6,---,32.9,---,---,---,---,---
16.01.2008 09:15,68.9,49,61.7,50,32.1,---,33,---,---,---,---,---
16.01.2008 09:20,68.7,49,61.7,50,32.1,---,33.6,---,---,---,---,---
16.01.2008 09:25,68.7,49,61.7,50,32.1,---,33.6,---,---,---,---,---
16.01.2008 09:30,68.7,49,61.5,50,32.1,---,33.9,---,---,---,---,---
16.01.2008 09:35,68.7,49,61.5,50,32.1,---,33.9,---,---,---,---,---
16.01.2008 09:40,68.7,49,61.5,50,32.5,---,33.9,---,---,---,---,---
16.01.2008 09:45,68.5,49,61.5,50,32.5,---,34.1,---,---,---,---,---
16.01.2008 09:50,68.5,49,61.3,49,32.5,---,34.3,---,---,---,---,---
16.01.2008 09:55,68.3,49,61.3,49,32.5,---,34.5,---,---,---,---,---
16.01.2008 10:00,68.3,49,61.1,49,32.5,---,34.8,---,---,---,---,---
16.01.2008 10:05,68.3,48,61.1,49,---,---,35.2,---,---,---,---,---
16.01.2008 10:10,68.1,48,60.9,49,---,---,35.2,---,---,---,---,---
16.01.2008 10:15,68,48,60.9,49,33.4,---,35.2,---,---,---,---,---
16.01.2008 10:20,68,48,60.8,49,33.4,---,35.2,---,---,---,---,---
16.01.2008 10:25,68,48,60.6,49,33.4,---,35.4,---,---,---,---,---
16.01.2008 10:30,67.8,47,60.6,48,33.4,---,35.7,---,---,---,---,---
16.01.2008 10:35,67.8,47,60.6,48,33.4,---,35.9,---,---,---,---,---
16.01.2008 10:40,67.8,47,60.4,48,---,---,35.9,---,---,---,---,---
16.01.2008 10:45,67.8,47,60.4,48,---,---,36.1,---,---,---,---,---
16.01.2008 10:50,67.6,47,60.4,48,---,---,36.3,---,---,---,---,---
16.01.2008 10:55,67.6,47,60.2,48,---,---,36.6,---,---,---,---,---
16.01.2008 11:00,67.6,47,60.2,48,---,---,36.6,---,---,---,---,---
16.01.2008 11:05,67.4,47,60.2,47,---,---,36.3,---,---,---,---,---
16.01.2008 11:10,67.4,47,60,47,---,---,36.6,---,---,---,---,---
16.01.2008 11:15,67.4,47,60,47,---,---,36.8,---,---,---,---,---
16.01.2008 11:20,67.2,47,60,48,---,---,36.8,---,---,---,---,---
16.01.2008 11:25,67.2,47,59.9,48,---,---,37,---,---,---,---,---
16.01.2008 11:30,67.2,47,60,48,---,---,37.5,---,---,---,---,---
16.01.2008 11:35,67.2,47,59.9,48,---,---,37.5,---,---,---,---,---
16.01.2008 11:40,67.1,47,60,48,---,---,38.1,---,---,---,---,---
16.01.2008 11:45,67.1,47,60,48,---,---,38.1,---,---,---,---,---
16.01.2008 11:50,67.1,47,60,48,35.9,---,38.3,---,---,---,---,---
16.01.2008 11:55,66.9,47,60,48,36.1,---,38.6,---,---,---,---,---
16.01.2008 12:00,66.9,47,60,48,36.1,---,38.8,---,---,---,---,---
16.01.2008 12:05,66.9,47,59.9,47,36.3,---,39.2,---,---,---,---,---
16.01.2008 12:10,66.9,47,59.9,48,36.3,---,39.2,---,---,---,---,---
16.01.2008 12:15,66.9,47,59.9,48,36.3,---,39.9,---,---,---,---,---
16.01.2008 12:20,66.9,47,60,48,36.8,---,39.9,---,---,---,---,---
16.01.2008 12:25,67.2,47,60,49,36.8,---,40.1,---,---,---,---,---
16.01.2008 12:30,67.6,47,60.2,50,37,---,40.1,---,---,---,---,---
16.01.2008 12:35,68,48,60.2,51,37,---,40.2,---,---,---,---,---
16.01.2008 12:40,68.5,49,60.2,51,37,---,40.2,---,---,---,---,---
16.01.2008 12:45,68.7,49,60.4,54,37,---,40.6,---,---,---,---,---
16.01.2008 12:50,69,50,60.4,53,37,---,40.6,---,---,---,---,---
16.01.2008 12:55,69.4,50,60.6,54,37,---,40.4,---,---,---,---,---
16.01.2008 13:00,69.8,51,60.8,54,37,---,41.1,---,---,---,---,---
16.01.2008 13:05,69.9,51,60.9,55,37,---,41.5,---,---,---,---,---
16.01.2008 13:10,70.1,52,61.7,67,37,---,41.5,---,---,---,---,---
16.01.2008 13:15,70.3,52,62.6,66,37,---,41.7,---,---,---,---,---
16.01.2008 13:20,70.3,52,63.1,64,37.7,---,41.5,---,---,---,---,---
16.01.2008 13:25,70.1,51,63.1,63,37.7,---,41.5,---,---,---,---,---
16.01.2008 13:30,70.1,51,63.5,62,37.9,---,41.5,---,---,---,---,---
16.01.2008 13:35,70.1,51,63.5,57,37.9,---,42,---,---,---,---,---
16.01.2008 13:40,69.9,50,63.1,55,38.1,---,41.9,---,---,---,---,---
16.01.2008 13:45,69.8,50,62.6,53,38.1,---,42,---,---,---,---,---
16.01.2008 13:50,69.6,49,62.4,52,38.1,---,42.9,---,---,---,---,---
16.01.2008 13:55,69.6,48,62,51,38.4,---,43.1,---,---,---,---,---
16.01.2008 14:00,69.4,48,62,51,38.4,---,43.5,---,---,---,---,---
16.01.2008 14:05,69.2,48,61.8,50,38.4,---,43.7,---,---,---,---,---
16.01.2008 14:10,69,47,61.7,50,38.6,---,43.8,---,---,---,---,---
16.01.2008 14:15,69,47,61.7,50,38.6,---,44.9,---,---,---,---,---
16.01.2008 14:20,68.9,47,61.5,49,38.6,---,44.2,---,---,---,---,---
16.01.2008 14:25,68.7,47,61.3,49,38.6,---,43.5,---,---,---,---,---
16.01.2008 14:30,68.7,48,61.3,49,38.6,---,42.9,---,---,---,---,---
16.01.2008 14:35,68.7,48,61.3,49,38.8,---,42.9,---,---,---,---,---
16.01.2008 14:40,68.5,49,61.1,49,38.8,---,42.2,---,---,---,---,---
16.01.2008 14:45,68.5,49,60.9,49,38.8,---,42.2,---,---,---,---,---
16.01.2008 14:50,68.3,48,60.9,49,38.8,---,41.9,---,---,---,---,---
16.01.2008 14:55,68.3,48,60.9,49,38.8,---,41.9,---,---,---,---,---
16.01.2008 15:00,68.3,48,60.9,49,39.2,---,41.7,---,---,---,---,---
16.01.2008 15:05,68.1,48,60.9,49,39.2,---,41.5,---,---,---,---,---
16.01.2008 15:10,68.1,48,60.9,49,38.8,---,41.5,---,---,---,---,---
16.01.2008 15:15,68.1,48,60.9,49,38.8,---,41.3,---,---,---,---,---
16.01.2008 15:20,68.3,48,60.9,49,38.8,---,40.8,---,---,---,---,---
16.01.2008 15:25,68.7,48,60.9,51,38.8,---,40.8,---,---,---,---,---
16.01.2008 15:30,69,48,60.9,53,38.6,---,40.4,---,---,---,---,---
16.01.2008 15:35,69.4,48,60.9,53,38.6,---,40.2,---,---,---,---,---
16.01.2008 15:40,69.8,49,60.9,52,38.6,---,40.1,---,---,---,---,---
16.01.2008 15:45,69.8,48,60.9,52,38.6,---,39.9,---,---,---,---,---
16.01.2008 15:50,69.8,48,60.9,51,38.6,---,39.9,---,---,---,---,---
16.01.2008 15:55,69.6,48,60.9,50,38.6,---,39.9,---,---,---,---,---
16.01.2008 16:00,69.6,48,60.9,50,38.4,---,39.5,---,---,---,---,---
16.01.2008 16:05,69.4,47,61.1,50,38.4,---,39.3,---,---,---,---,---
16.01.2008 16:10,69.4,47,61.1,50,38.4,---,39.2,---,---,---,---,---
16.01.2008 16:15,69.4,48,61.1,50,38.4,---,39.2,---,---,---,---,---
16.01.2008 16:20,69.6,47,61.8,60,38.4,---,39,---,---,---,---,---
16.01.2008 16:25,69.8,48,62.4,61,38.1,---,38.8,---,---,---,---,---
16.01.2008 16:30,70.1,48,62.7,63,38.1,---,38.6,---,---,---,---,---
16.01.2008 16:35,70.3,48,63.1,63,37.9,---,38.3,---,---,---,---,---
16.01.2008 16:40,70.5,48,63.3,60,37.9,---,38.1,---,---,---,---,---
16.01.2008 16:45,70.8,48,62.9,56,37.7,---,37.7,---,---,---,---,---
16.01.2008 16:50,70.8,49,62.6,56,37.5,---,37.5,---,---,---,---,---
16.01.2008 16:55,71.2,49,62.4,55,37.5,---,37.5,---,---,---,---,---
16.01.2008 17:00,71.4,50,62.4,56,37.5,---,37.2,---,---,---,---,---
16.01.2008 17:05,71.6,50,62.4,57,37.2,---,36.8,---,---,---,---,---
16.01.2008 17:10,71.7,50,62.6,57,37,---,36.8,---,---,---,---,---
16.01.2008 17:15,71.9,51,62.7,57,37,---,36.6,---,---,---,---,---
16.01.2008 17:20,72.1,51,62.6,57,37,---,36.6,---,---,---,---,---
16.01.2008 17:25,72.1,52,62.7,58,37,---,36.6,---,---,---,---,---
16.01.2008 17:30,72.3,52,62.9,59,37,---,36.3,---,---,---,---,---
16.01.2008 17:35,72.3,53,63.1,61,36.8,---,36.3,---,---,---,---,---
16.01.2008 17:40,72.5,53,63.3,60,36.8,---,36.1,---,---,---,---,---
16.01.2008 17:45,72.5,53,63.1,59,36.6,---,36.1,---,---,---,---,---
16.01.2008 17:50,72.6,53,63.1,59,36.6,---,36.1,---,---,---,---,---
16.01.2008 17:55,72.6,52,63.1,60,36.6,---,35.9,---,---,---,---,---
16.01.2008 18:00,72.6,51,63.3,59,36.6,---,35.9,---,---,---,---,---
16.01.2008 18:05,72.5,50,63.1,58,36.6,---,35.9,---,---,---,---,---
16.01.2008 18:10,72.3,49,63.1,58,36.3,---,35.9,---,---,---,---,---
16.01.2008 18:15,72.1,49,63.1,57,36.3,---,35.7,---,---,---,---,---
16.01.2008 18:20,71.9,49,62.9,57,36.3,---,35.7,---,---,---,---,---
16.01.2008 18:25,71.7,48,63.1,56,36.1,---,35.6,---,---,---,---,---
16.01.2008 18:30,71.6,48,62.9,56,36.1,---,35.6,---,---,---,---,---
16.01.2008 18:35,71.4,48,63.1,55,36.1,---,35.6,---,---,---,---,---
16.01.2008 18:40,71.2,48,62.9,55,35.9,---,35.6,---,---,---,---,---
16.01.2008 18:45,71,48,62.9,55,35.9,---,35.4,---,---,---,---,---
16.01.2008 18:50,70.8,48,62.7,55,35.9,---,35.6,---,---,---,---,---
16.01.2008 18:55,70.7,48,62.7,55,35.9,---,35.6,---,---,---,---,---
16.01.2008 19:00,70.5,48,62.6,55,35.7,---,35.2,---,---,---,---,---
16.01.2008 19:05,70.5,49,62.6,54,35.7,---,35.2,---,---,---,---,---
16.01.2008 19:10,70.5,49,62.4,54,35.7,---,35.2,---,---,---,---,---
16.01.2008 19:15,70.3,50,62.4,54,35.7,---,35.2,---,---,---,---,---
16.01.2008 19:20,70.3,50,62.2,54,35.7,---,35.2,---,---,---,---,---
16.01.2008 19:25,70.1,50,62.2,53,35.7,---,34.8,---,---,---,---,---
16.01.2008 19:30,69.9,50,62,53,35.7,---,34.8,---,---,---,---,---
16.01.2008 19:35,69.9,51,62,55,35.7,---,34.8,---,---,---,---,---
16.01.2008 19:40,69.8,51,62,53,35.7,---,34.8,---,---,---,---,---
16.01.2008 19:45,69.8,51,62,53,35.4,---,34.8,---,---,---,---,---
16.01.2008 19:50,69.6,51,61.8,53,35.4,---,34.8,---,---,---,---,---
16.01.2008 19:55,69.6,51,61.7,53,35.4,---,34.8,---,---,---,---,---
16.01.2008 20:00,69.4,51,61.7,53,35.2,---,34.5,---,---,---,---,---
16.01.2008 20:05,69.4,51,61.7,53,35.2,---,34.5,---,---,---,---,---
16.01.2008 20:10,69.4,51,61.7,53,35.2,---,34.5,---,---,---,---,---
16.01.2008 20:15,69.2,51,61.5,53,35.2,---,34.5,---,---,---,---,---
16.01.2008 20:20,69.2,51,61.5,53,35.2,---,34.3,---,---,---,---,---
16.01.2008 20:25,69.2,51,61.5,53,35.2,---,34.3,---,---,---,---,---
16.01.2008 20:30,69,51,61.5,53,35.2,---,34.3,---,---,---,---,---
16.01.2008 20:35,69,51,61.5,53,35,---,34.1,---,---,---,---,---
16.01.2008 20:40,68.9,51,61.3,53,35,---,34.1,---,---,---,---,---
16.01.2008 20:45,68.9,51,61.5,53,35,---,34.1,---,---,---,---,---
16.01.2008 20:50,68.7,51,61.5,53,35,---,33.9,---,---,---,---,---
16.01.2008 20:55,68.7,51,61.5,53,34.8,---,34.1,---,---,---,---,---
16.01.2008 21:00,68.7,50,61.5,53,34.8,---,33.9,---,---,---,---,---
16.01.2008 21:05,68.5,50,61.5,54,34.8,---,34.1,---,---,---,---,---
16.01.2008 21:10,68.7,50,61.7,53,34.8,---,33.9,---,---,---,---,---
16.01.2008 21:15,68.5,50,61.7,52,34.7,---,33.9,---,---,---,---,---
16.01.2008 21:20,68.5,50,61.5,52,34.7,---,33.9,---,---,---,---,---
16.01.2008 21:25,68.3,50,61.5,52,34.7,---,33.9,---,---,---,---,---
16.01.2008 21:30,68.5,51,61.5,52,34.7,---,33.9,---,---,---,---,---
16.01.2008 21:35,68.7,51,61.7,54,34.7,---,33.9,---,---,---,---,---
16.01.2008 21:40,69.2,51,61.7,56,34.7,---,33.9,---,---,---,---,---
16.01.2008 21:45,69.6,51,62,55,34.5,---,33.9,---,---,---,---,---
16.01.2008 21:50,69.8,51,62,55,34.5,---,33.9,---,---,---,---,---
16.01.2008 21:55,70.1,51,62,55,34.5,---,33.9,---,---,---,---,---
16.01.2008 22:00,70.1,51,62,55,34.3,---,33.9,---,---,---,---,---
16.01.2008 22:05,70.1,51,62,55,34.3,---,33.9,---,---,---,---,---
16.01.2008 22:10,70.1,51,61.8,54,34.3,---,33.9,---,---,---,---,---
16.01.2008 22:15,70.1,50,61.8,54,34.3,---,33.6,---,---,---,---,---
16.01.2008 22:20,69.9,50,61.8,54,34.1,---,33.6,---,---,---,---,---
16.01.2008 22:25,69.8,50,61.8,55,34.1,---,33.6,---,---,---,---,---
16.01.2008 22:30,69.8,50,61.8,53,34.1,---,33.6,---,---,---,---,---
16.01.2008 22:35,69.6,49,61.8,53,34.1,---,33.6,---,---,---,---,---
16.01.2008 22:40,69.4,49,61.7,52,34.1,---,33.2,---,---,---,---,---
16.01.2008 22:45,69.4,49,61.7,53,34.1,---,33.2,---,---,---,---,---
16.01.2008 22:50,69.4,49,61.7,52,34.1,---,33,---,---,---,---,---
16.01.2008 22:55,69.4,49,61.7,52,34.1,---,32.7,---,---,---,---,---
