Date,Indoor Temperature,Indoor Humidity,Outdoor Temperature 1,Outdoor Humidity 1,Outdoor Temperature 2,Outdoor Humidity 2,Outdoor Temperature 3,Outdoor Humidity 3,Outdoor Temperature 4,Outdoor Humidity 4,Outdoor Temperature 5,Outdoor Humidity 5
16.01.2008 23:00,69.8,49,61.7,54,34.1,---,32.9,---,---,---,---,---
16.01.2008 23:05,69.9,49,61.8,54,34.1,---,32.9,---,---,---,---,---
16.01.2008 23:10,70.1,50,62,55,33.6,---,33,---,---,---,---,---
16.01.2008 23:15,70.5,50,62,56,33.6,---,32.3,---,---,---,---,---
16.01.2008 23:20,70.8,50,62,56,33.6,---,32.9,---,---,---,---,---
16.01.2008 23:25,71.2,50,62.2,56,33.6,---,32.9,---,---,---,---,---
16.01.2008 23:30,71.2,50,62.2,55,33.6,---,32.3,---,---,---,---,---
16.01.2008 23:35,71,50,62.2,55,33.4,---,32.3,---,---,---,---,---
16.01.2008 23:40,70.8,49,62.2,54,33.4,---,32.1,---,---,---,---,---
16.01.2008 23:45,70.7,49,62,54,33.4,---,32.1,---,---,---,---,---
16.01.2008 23:50,70.5,48,62,54,33.4,---,32.1,---,---,---,---,---
16.01.2008 23:55,70.5,48,62,53,33.4,---,32.1,---,---,---,---,---
17.01.2008 00:00,70.1,48,62,54,33.4,---,32.1,---,---,---,---,---
17.01.2008 00:05,70.1,48,62,53,33.4,---,32.1,---,---,---,---,---
17.01.2008 00:10,69.9,48,62,54,33.4,---,32.1,---,---,---,---,---
17.01.2008 00:15,69.8,47,62,54,33.2,---,31.4,---,---,---,---,---
17.01.2008 00:20,69.6,47,62,54,33.2,---,31.2,---,---,---,---,---
17.01.2008 00:25,69.4,47,61.8,53,32.9,---,31.1,---,---,---,---,---
17.01.2008 00:30,69.4,47,61.8,53,33.2,---,31.2,---,---,---,---,---
17.01.2008 00:35,69.2,47,61.7,53,32.9,---,31.1,---,---,---,---,---
17.01.2008 00:40,69,47,61.7,53,32.9,---,31.2,---,---,---,---,---
17.01.2008 00:45,68.9,47,61.7,54,32.9,---,31.4,---,---,---,---,---
17.01.2008 00:50,68.7,47,61.5,52,32.9,---,31.4,---,---,---,---,---
17.01.2008 00:55,68.7,47,61.5,53,32.9,---,31.4,---,---,---,---,---
17.01.2008 01:00,68.5,47,61.3,53,32.9,---,31.4,---,---,---,---,---
17.01.2008 01:05,68.3,47,61.3,52,32.9,---,31.4,---,---,---,---,---
17.01.2008 01:10,68.1,47,61.3,51,32.9,---,31.2,---,---,---,---,---
17.01.2008 01:15,68.1,47,61.3,51,32.7,---,31.1,---,---,---,---,---
17.01.2008 01:20,68,46,61.1,51,32.5,---,30.9,---,---,---,---,---
17.01.2008 01:25,68,47,61.1,51,32.5,---,31.1,---,---,---,---,---
17.01.2008 01:30,67.8,47,60.9,51,32.5,---,30.9,---,---,---,---,---
17.01.2008 01:35,67.6,47,60.9,51,32.5,---,31.1,---,---,---,---,---
17.01.2008 01:40,67.6,47,60.9,51,32.5,---,31.1,---,---,---,---,---
17.01.2008 01:45,67.6,47,60.9,51,32.5,---,30.9,---,---,---,---,---
17.01.2008 01:50,67.6,47,60.9,51,32.5,---,30.9,---,---,---,---,---
17.01.2008 01:55,67.8,48,60.9,52,32.5,---,31.1,---,---,---,---,---
17.01.2008 02:00,68.1,48,60.9,53,32.5,---,31.1,---,---,---,---,---
17.01.2008 02:05,68.5,47,61.1,54,32.5,---,31.4,---,---,---,---,---
17.01.2008 02:10,68.9,47,61.3,55,32.5,---,31.2,---,---,---,---,---
17.01.2008 02:15,69.2,47,61.3,56,32.5,---,31.4,---,---,---,---,---
17.01.2008 02:20,69.4,47,61.5,56,32.5,---,31.4,---,---,---,---,---
17.01.2008 02:25,69.8,47,61.7,57,32.5,---,32.1,---,---,---,---,---
17.01.2008 02:30,69.9,47,61.7,57,32.5,---,32.3,---,---,---,---,---
17.01.2008 02:35,70.1,47,61.7,57,32.5,---,32.3,---,---,---,---,---
17.01.2008 02:40,70.3,47,61.8,58,32.5,---,32.7,---,---,---,---,---
17.01.2008 02:45,70.3,48,61.8,56,32.5,---,32.3,---,---,---,---,---
17.01.2008 02:50,70.3,47,61.8,56,32.5,---,32.3,---,---,---,---,---
17.01.2008 02:55,70.1,47,61.8,55,32.5,---,32.3,---,---,---,---,---
17.01.2008 03:00,70.1,46,61.8,55,32.5,---,32.1,---,---,---,---,---
17.01.2008 03:05,69.9,46,61.8,55,32.7,---,32.1,---,---,---,---,---
17.01.2008 03:10,69.9,46,61.7,54,32.5,---,32.3,---,---,---,---,---
17.01.2008 03:15,69.8,46,61.7,54,32.5,---,32.3,---,---,---,---,---
17.01.2008 03:20,69.6,46,61.7,53,32.5,---,32.3,---,---,---,---,---
17.01.2008 03:25,69.4,46,61.7,53,32.5,---,32.1,---,---,---,---,---
17.01.2008 03:30,69.4,46,61.7,53,32.5,---,32.3,---,---,---,---,---
17.01.2008 03:35,69.2,46,61.7,53,32.5,---,32.3,---,---,---,---,---
17.01.2008 03:40,69,46,61.7,52,32.5,---,32.1,---,---,---,---,---
17.01.2008 03:45,69,46,61.5,52,32.5,---,32.3,---,---,---,---,---
17.01.2008 03:50,68.9,46,61.3,51,32.5,---,32.1,---,---,---,---,---
17.01.2008 03:55,68.7,46,61.3,51,32.5,---,32.1,---,---,---,---,---
17.01.2008 04:00,68.7,46,61.3,51,32.5,---,32.1,---,---,---,---,---
17.01.2008 04:05,68.5,46,61.3,51,32.5,---,32.1,---,---,---,---,---
17.01.2008 04:10,68.3,46,61.1,51,32.5,---,32.1,---,---,---,---,---
17.01.2008 04:15,68.3,46,60.9,50,32.5,---,31.6,---,---,---,---,---
17.01.2008 04:20,68.1,46,60.9,50,32.5,---,31.4,---,---,---,---,---
17.01.2008 04:25,68,46,60.9,50,32.5,---,31.2,---,---,---,---,---
17.01.2008 04:30,68,46,60.9,49,32.5,---,31.2,---,---,---,---,---
17.01.2008 04:35,67.8,46,60.8,50,32.5,---,31.1,---,---,---,---,---
17.01.2008 04:40,67.8,46,60.8,50,32.5,---,31.2,---,---,---,---,---
17.01.2008 04:45,67.6,46,60.8,49,32.5,---,31.2,---,---,---,---,---
17.01.2008 04:50,67.4,46,60.6,49,32.5,---,31.2,---,---,---,---,---
17.01.2008 04:55,67.2,46,60.6,49,32.5,---,31.2,---,---,---,---,---
17.01.2008 05:00,67.2,46,60.4,49,32.5,---,31.4,---,---,---,---,---
17.01.2008 05:05,67.1,46,60.4,49,32.5,---,31.4,---,---,---,---,---
17.01.2008 05:10,67.1,46,60.4,49,32.5,---,31.2,---,---,---,---,---
17.01.2008 05:15,67.1,46,60.4,49,32.5,---,31.2,---,---,---,---,---
17.01.2008 05:20,67.1,46,60.4,49,32.5,---,31.1,---,---,---,---,---
17.01.2008 05:25,67.4,46,60.4,50,32.5,---,31.4,---,---,---,---,---
17.01.2008 05:30,67.8,46,60.6,52,32.5,---,31.4,---,---,---,---,---
17.01.2008 05:35,68.1,46,60.6,53,32.5,---,31.6,---,---,---,---,---
17.01.2008 05:40,68.5,46,60.8,54,32.5,---,32.1,---,---,---,---,---
17.01.2008 05:45,68.7,45,60.9,54,32.5,---,31.6,---,---,---,---,---
17.01.2008 05:50,69,45,60.9,56,32.5,---,31.6,---,---,---,---,---
17.01.2008 05:55,69.2,45,61.1,56,32.5,---,31.4,---,---,---,---,---
17.01.2008 06:00,69.4,46,61.1,56,32.5,---,31.4,---,---,---,---,---
17.01.2008 06:05,69.6,47,61.3,57,32.5,---,31.2,---,---,---,---,---
17.01.2008 06:10,69.9,47,61.3,57,32.5,---,30.9,---,---,---,---,---
17.01.2008 06:15,70.1,47,61.5,58,32.1,---,30.9,---,---,---,---,---
17.01.2008 06:20,70.3,46,61.7,58,32.1,---,30.9,---,---,---,---,---
17.01.2008 06:25,70.5,45,61.7,58,32.1,---,30.9,---,---,---,---,---
17.01.2008 06:30,70.7,45,61.7,59,32.1,---,31.1,---,---,---,---,---
17.01.2008 06:35,70.8,45,61.8,59,32.1,---,31.1,---,---,---,---,---
17.01.2008 06:40,70.8,45,61.8,60,32.1,---,31.2,---,---,---,---,---
17.01.2008 06:45,71.2,45,62,60,32.1,---,31.1,---,---,---,---,---
17.01.2008 06:50,71.2,45,62,59,32.1,---,31.1,---,---,---,---,---
17.01.2008 06:55,71.2,45,62,59,32.1,---,31.1,---,---,---,---,---
17.01.2008 07:00,71.2,45,62,58,32.1,---,31.1,---,---,---,---,---
17.01.2008 07:05,71.2,45,62,57,32.1,---,31.1,---,---,---,---,---
17.01.2008 07:10,71,44,62,57,32.1,---,31.1,---,---,---,---,---
17.01.2008 07:15,70.8,44,62,57,32.1,---,31.2,---,---,---,---,---
17.01.2008 07:20,70.8,44,61.8,56,32.1,---,31.2,---,---,---,---,---
17.01.2008 07:25,70.7,44,61.8,56,32.1,---,31.2,---,---,---,---,---
17.01.2008 07:30,70.5,45,61.8,55,32.1,---,31.4,---,---,---,---,---
17.01.2008 07:35,70.5,46,61.8,56,32.1,---,31.4,---,---,---,---,---
17.01.2008 07:40,70.5,47,61.8,55,32.1,---,31.6,---,---,---,---,---
17.01.2008 07:45,70.3,48,61.8,56,32.1,---,31.6,---,---,---,---,---
17.01.2008 07:50,70.1,48,61.8,55,32.1,---,31.4,---,---,---,---,---
17.01.2008 07:55,70.1,48,61.7,55,32.1,---,31.4,---,---,---,---,---
17.01.2008 08:00,70.1,49,61.7,54,32.5,---,32.1,---,---,---,---,---
17.01.2008 08:05,69.9,49,61.7,54,32.5,---,32.1,---,---,---,---,---
17.01.2008 08:10,69.8,49,61.5,53,32.5,---,32.3,---,---,---,---,---
17.01.2008 08:15,69.9,49,61.5,53,32.5,---,32.3,---,---,---,---,---
17.01.2008 08:20,69.8,49,61.7,54,32.7,---,32.7,---,---,---,---,---
17.01.2008 08:25,69.9,49,61.7,53,32.9,---,32.3,---,---,---,---,---
17.01.2008 08:30,70.1,49,61.7,54,32.9,---,32.9,---,---,---,---,---
17.01.2008 08:35,70.1,49,61.7,54,33.2,---,32.9,---,---,---,---,---
17.01.2008 08:40,70.1,49,61.7,53,32.9,---,33.2,---,---,---,---,---
17.01.2008 08:45,69.9,49,61.8,59,33.2,---,33.6,---,---,---,---,---
17.01.2008 08:50,69.9,50,62.6,62,33.4,---,33.6,---,---,---,---,---
17.01.2008 08:55,69.8,50,62.9,61,33.4,---,33.6,---,---,---,---,---
17.01.2008 09:00,69.8,51,63.1,59,33.4,---,34.1,---,---,---,---,---
17.01.2008 09:05,69.6,50,62.7,55,34.1,---,34.8,---,---,---,---,---
17.01.2008 09:10,69.6,50,62.4,53,34.1,---,34.8,---,---,---,---,---
17.01.2008 09:15,69.4,50,62.2,53,34.3,---,34.8,---,---,---,---,---
17.01.2008 09:20,69.4,50,62,53,34.3,---,34.8,---,---,---,---,---
17.01.2008 09:25,69.2,50,61.8,52,34.3,---,34.8,---,---,---,---,---
17.01.2008 09:30,69.2,50,61.7,51,34.3,---,34.8,---,---,---,---,---
17.01.2008 09:35,69,50,61.7,51,34.3,---,35.2,---,---,---,---,---
17.01.2008 09:40,68.9,49,61.5,51,34.3,---,35.2,---,---,---,---,---
17.01.2008 09:45,68.9,49,61.3,51,34.3,---,35.2,---,---,---,---,---
17.01.2008 09:50,68.7,49,61.3,51,34.3,---,35.4,---,---,---,---,---
17.01.2008 09:55,68.7,49,61.1,51,34.5,---,35.9,---,---,---,---,---
17.01.2008 10:00,68.7,49,61.1,50,34.5,---,36.6,---,---,---,---,---
17.01.2008 10:05,68.5,48,61.1,50,34.8,---,37.5,---,---,---,---,---
17.01.2008 10:10,68.5,48,61.1,50,35.2,---,37.9,---,---,---,---,---
17.01.2008 10:15,68.5,48,60.9,50,35.7,---,38.1,---,---,---,---,---
17.01.2008 10:20,68.3,48,60.9,50,36.1,---,38.4,---,---,---,---,---
17.01.2008 10:25,68.3,48,61.1,50,36.6,---,38.4,---,---,---,---,---
17.01.2008 10:30,68.3,48,60.9,49,36.8,---,38.6,---,---,---,---,---
17.01.2008 10:35,68.1,48,60.9,50,37,---,39,---,---,---,---,---
17.01.2008 10:40,68.1,48,60.9,50,37.5,---,39.2,---,---,---,---,---
17.01.2008 10:45,68.1,48,61.1,50,37.5,---,39.2,---,---,---,---,---
17.01.2008 10:50,68,48,60.9,50,37.7,---,39.3,---,---,---,---,---
17.01.2008 10:55,68,49,61.1,50,38.1,---,39.3,---,---,---,---,---
17.01.2008 11:00,68,49,61.1,51,38.1,---,39.5,---,---,---,---,---
17.01.2008 11:05,68,48,61.1,50,38.4,---,39.3,---,---,---,---,---
17.01.2008 11:10,68,48,60.9,50,38.4,---,39.5,---,---,---,---,---
17.01.2008 11:15,68,48,60.9,50,38.4,---,39.9,---,---,---,---,---
17.01.2008 11:20,67.8,48,60.9,50,38.6,---,39.9,---,---,---,---,---
17.01.2008 11:25,67.8,48,60.9,50,38.6,---,39.9,---,---,---,---,---
17.01.2008 11:30,67.8,48,60.9,50,38.8,---,39.9,---,---,---,---,---
17.01.2008 11:35,67.8,48,60.9,49,39.2,---,39.9,---,---,---,---,---
17.01.2008 11:40,67.8,48,60.9,49,39.2,---,39.9,---,---,---,---,---
17.01.2008 11:45,67.6,48,60.9,49,39.3,---,40.1,---,---,---,---,---
17.01.2008 11:50,67.6,48,60.9,49,39.5,---,40.2,---,---,---,---,---
17.01.2008 11:55,67.6,48,60.9,50,39.5,---,40.4,---,---,---,---,---
17.01.2008 12:00,67.6,53,60.9,49,39.7,---,40.2,---,---,---,---,---
17.01.2008 12:05,67.6,52,60.9,49,40.1,---,40.4,---,---,---,---,---
17.01.2008 12:10,67.6,50,60.9,49,40.1,---,40.8,---,---,---,---,---
17.01.2008 12:15,67.4,49,60.9,50,40.1,---,40.6,---,---,---,---,---
17.01.2008 12:20,67.4,49,60.9,49,40.1,---,41.1,---,---,---,---,---
17.01.2008 12:25,67.8,48,60.9,49,40.2,---,41.7,---,---,---,---,---
17.01.2008 12:30,68.1,48,61.1,53,40.4,---,41.9,---,---,---,---,---
17.01.2008 12:35,68.7,48,61.3,54,40.4,---,41.7,---,---,---,---,---
17.01.2008 12:40,69,48,61.3,54,40.6,---,41.5,---,---,---,---,---
17.01.2008 12:45,69.4,49,61.5,54,40.6,---,41.1,---,---,---,---,---
17.01.2008 12:50,69.8,49,61.5,55,40.6,---,41.1,---,---,---,---,---
17.01.2008 12:55,69.9,50,61.7,56,41,---,41.3,---,---,---,---,---
17.01.2008 13:00,70.1,50,61.7,56,41,---,41.5,---,---,---,---,---
17.01.2008 13:05,70.5,51,61.8,56,41,---,41.5,---,---,---,---,---
17.01.2008 13:10,70.7,51,62,57,41,---,41.5,---,---,---,---,---
17.01.2008 13:15,70.8,51,62,55,41.1,---,41.5,---,---,---,---,---
17.01.2008 13:20,70.8,51,62,55,41.1,---,41.5,---,---,---,---,---
17.01.2008 13:25,70.8,51,62,55,41,---,41.5,---,---,---,---,---
17.01.2008 13:30,70.7,51,62,54,40.6,---,41.5,---,---,---,---,---
17.01.2008 13:35,70.7,50,62,54,40.6,---,41.1,---,---,---,---,---
17.01.2008 13:40,70.5,50,62,53,40.6,---,41.1,---,---,---,---,---
17.01.2008 13:45,70.3,50,62,53,40.6,---,41.1,---,---,---,---,---
17.01.2008 13:50,70.1,49,62,51,40.6,---,41.5,---,---,---,---,---
17.01.2008 13:55,70.1,49,61.8,52,40.6,---,41.5,---,---,---,---,---
17.01.2008 14:00,69.9,49,62,52,40.6,---,41.5,---,---,---,---,---
17.01.2008 14:05,69.8,49,62,52,40.6,---,41.1,---,---,---,---,---
17.01.2008 14:10,69.8,49,62,52,41,---,41.5,---,---,---,---,---
17.01.2008 14:15,69.6,48,62.2,52,41,---,41.5,---,---,---,---,---
17.01.2008 14:20,69.6,48,62.2,52,41.1,---,41.5,---,---,---,---,---
17.01.2008 14:25,69.4,49,62.2,52,41.1,---,41.5,---,---,---,---,---
17.01.2008 14:30,69.4,49,62,51,41.1,---,41.5,---,---,---,---,---
17.01.2008 14:35,69.4,49,62,51,41.1,---,41.5,---,---,---,---,---
17.01.2008 14:40,69.2,49,62,52,41.1,---,41.5,---,---,---,---,---
17.01.2008 14:45,69,49,62,51,41.1,---,41.5,---,---,---,---,---
17.01.2008 14:50,69,49,62,51,41.1,---,41.5,---,---,---,---,---
17.01.2008 14:55,69,49,62,51,41.1,---,41.5,---,---,---,---,---
17.01.2008 15:00,68.9,49,61.8,50,41.1,---,41.3,---,---,---,---,---
17.01.2008 15:05,68.9,49,61.8,51,41.1,---,41.1,---,---,---,---,---
17.01.2008 15:10,68.7,49,61.8,51,---,---,40.6,---,---,---,---,---
17.01.2008 15:15,68.7,49,61.8,51,---,---,40.6,---,---,---,---,---
17.01.2008 15:20,68.7,49,61.8,51,---,---,40.6,---,---,---,---,---
17.01.2008 15:25,68.5,49,61.7,50,40.6,---,40.4,---,---,---,---,---
17.01.2008 15:30,68.3,49,61.7,50,40.6,---,40.4,---,---,---,---,---
17.01.2008 15:35,68.3,49,61.7,50,40.6,---,40.4,---,---,---,---,---
17.01.2008 15:40,68.3,48,61.7,50,40.6,---,40.4,---,---,---,---,---
17.01.2008 15:45,68.3,48,61.7,50,40.6,---,40.2,---,---,---,---,---
17.01.2008 15:50,68.3,48,61.7,49,40.4,---,40.2,---,---,---,---,---
17.01.2008 15:55,68.1,49,61.7,55,40.4,---,40.2,---,---,---,---,---
17.01.2008 16:00,68.1,49,62.2,56,40.4,---,40.1,---,---,---,---,---
17.01.2008 16:05,68.1,50,62.4,52,40.4,---,40.1,---,---,---,---,---
17.01.2008 16:10,68,50,62.2,51,40.4,---,40.1,---,---,---,---,---
17.01.2008 16:15,68,50,62,52,40.4,---,39.9,---,---,---,---,---
17.01.2008 16:20,68,51,61.8,51,40.4,---,39.9,---,---,---,---,---
17.01.2008 16:25,68.1,51,62,51,40.4,---,39.9,---,---,---,---,---
17.01.2008 16:30,68.5,51,62,54,40.4,---,39.9,---,---,---,---,---
17.01.2008 16:35,69,50,62.4,55,---,---,39.9,---,---,---,---,---
17.01.2008 16:40,69.4,51,62.4,54,---,---,39.9,---,---,---,---,---
17.01.2008 16:45,69.8,51,62.4,56,---,---,39.9,---,---,---,---,---
17.01.2008 16:50,70.1,52,62.4,57,40.1,---,39.9,---,---,---,---,---
17.01.2008 16:55,70.3,52,62.6,57,40.1,---,39.9,---,---,---,---,---
17.01.2008 17:00,70.7,52,62.6,56,40.1,---,39.2,---,---,---,---,---
17.01.2008 17:05,70.8,53,62.6,57,39.3,---,39,---,---,---,---,---
17.01.2008 17:10,71.2,53,62.7,57,39.3,---,38.8,---,---,---,---,---
17.01.2008 17:15,71.4,54,62.7,58,38.8,---,38.6,---,---,---,---,---
17.01.2008 17:20,71.6,54,62.7,58,38.8,---,38.6,---,---,---,---,---
17.01.2008 17:25,71.7,55,62.6,58,38.6,---,38.4,---,---,---,---,---
17.01.2008 17:30,71.9,55,62.6,58,38.4,---,38.3,---,---,---,---,---
17.01.2008 17:35,72.3,55,62.7,59,38.4,---,38.1,---,---,---,---,---
17.01.2008 17:40,72.3,55,62.9,60,38.1,---,38.1,---,---,---,---,---
17.01.2008 17:45,72.5,55,63.1,61,37.9,---,38.1,---,---,---,---,---
17.01.2008 17:50,72.6,55,63.3,61,37.9,---,38.1,---,---,---,---,---
17.01.2008 17:55,73,55,63.5,61,37.7,---,38.1,---,---,---,---,---
17.01.2008 18:00,73,56,63.6,60,37.7,---,38.1,---,---,---,---,---
17.01.2008 18:05,73.2,56,63.6,61,37.7,---,38.1,---,---,---,---,---
17.01.2008 18:10,73.4,56,63.6,61,37.5,---,38.1,---,---,---,---,---
17.01.2008 18:15,73.4,56,63.6,60,37.5,---,38.1,---,---,---,---,---
17.01.2008 18:20,73.4,56,63.6,61,37.5,---,38.1,---,---,---,---,---
17.01.2008 18:25,73.2,55,63.6,60,37.5,---,38.1,---,---,---,---,---
17.01.2008 18:30,73,55,63.8,60,37.5,---,38.1,---,---,---,---,---
17.01.2008 18:35,73,54,63.8,60,37.5,---,37.7,---,---,---,---,---
17.01.2008 18:40,72.8,54,64,59,37.5,---,37.5,---,---,---,---,---
17.01.2008 18:45,72.6,54,64.2,59,37.2,---,37.5,---,---,---,---,---
17.01.2008 18:50,72.5,53,64.2,58,37.2,---,37.2,---,---,---,---,---
17.01.2008 18:55,72.3,53,64.2,59,37.2,---,37.5,---,---,---,---,---
17.01.2008 19:00,72.1,53,64.4,58,37,---,37.5,---,---,---,---,---
17.01.2008 19:05,71.9,53,64.4,58,37,---,37.5,---,---,---,---,---
17.01.2008 19:10,71.9,53,64.2,58,37,---,37.2,---,---,---,---,---
17.01.2008 19:15,71.7,53,64.2,58,37,---,37,---,---,---,---,---
17.01.2008 19:20,71.6,53,64.2,57,37,---,37,---,---,---,---,---
17.01.2008 19:25,71.6,53,64.2,58,37,---,37.2,---,---,---,---,---
17.01.2008 19:30,71.4,53,64.2,57,37,---,37.2,---,---,---,---,---
17.01.2008 19:35,71.4,54,64.2,56,37,---,37,---,---,---,---,---
17.01.2008 19:40,71.6,54,64,57,37,---,37.2,---,---,---,---,---
17.01.2008 19:45,71.7,54,64.2,59,37,---,37.2,---,---,---,---,---
17.01.2008 19:50,72.1,54,64.2,57,37,---,37.2,---,---,---,---,---
17.01.2008 19:55,72.5,54,64.4,59,37,---,37.2,---,---,---,---,---
17.01.2008 20:00,72.6,55,64.5,60,37,---,37,---,---,---,---,---
17.01.2008 20:05,72.8,55,64.7,59,36.8,---,37.2,---,---,---,---,---
17.01.2008 20:10,72.8,55,64.5,58,36.8,---,37,---,---,---,---,---
17.01.2008 20:15,72.6,55,64.5,57,36.8,---,37,---,---,---,---,---
17.01.2008 20:20,72.6,55,64.5,57,36.6,---,36.8,---,---,---,---,---
17.01.2008 20:25,72.5,55,64.5,57,36.6,---,36.8,---,---,---,---,---
17.01.2008 20:30,72.3,55,64.5,56,36.6,---,36.8,---,---,---,---,---
17.01.2008 20:35,72.3,55,64.5,57,36.6,---,36.8,---,---,---,---,---
17.01.2008 20:40,72.1,54,64.5,57,36.6,---,36.8,---,---,---,---,---
17.01.2008 20:45,71.9,54,64.5,57,36.6,---,36.8,---,---,---,---,---
17.01.2008 20:50,71.9,54,64.4,58,36.6,---,36.8,---,---,---,---,---
17.01.2008 20:55,71.7,55,64.4,57,36.6,---,37,---,---,---,---,---
17.01.2008 21:00,71.6,55,64.4,55,36.6,---,37,---,---,---,---,---
17.01.2008 21:05,71.6,55,64.2,55,36.6,---,37,---,---,---,---,---
17.01.2008 21:10,71.7,56,64.4,57,36.8,---,37.5,---,---,---,---,---
17.01.2008 21:15,72.1,56,64.5,58,37,---,37.7,---,---,---,---,---
17.01.2008 21:20,72.5,56,64.5,58,37,---,38.1,---,---,---,---,---
17.01.2008 21:25,72.6,56,64.5,59,37,---,38.1,---,---,---,---,---
17.01.2008 21:30,73,57,64.7,60,37.2,---,38.1,---,---,---,---,---
17.01.2008 21:35,73,56,64.7,59,37.5,---,38.1,---,---,---,---,---
17.01.2008 21:40,73,56,64.7,58,37.5,---,38.3,---,---,---,---,---
17.01.2008 21:45,73,56,64.7,60,37.5,---,38.4,---,---,---,---,---
17.01.2008 21:50,72.8,56,64.7,58,37.7,---,38.6,---,---,---,---,---
17.01.2008 21:55,72.6,55,64.7,58,37.9,---,38.8,---,---,---,---,---
17.01.2008 22:00,72.6,55,64.7,57,38.1,---,39.2,---,---,---,---,---
17.01.2008 22:05,72.5,55,64.5,57,38.1,---,39.2,---,---,---,---,---
17.01.2008 22:10,72.3,55,64.5,58,38.4,---,39.3,---,---,---,---,---
17.01.2008 22:15,72.3,55,64.5,58,38.4,---,39.3,---,---,---,---,---
17.01.2008 22:20,72.3,55,64.5,56,38.4,---,39.9,---,---,---,---,---
17.01.2008 22:25,72.1,55,64.4,56,38.6,---,39.9,---,---,---,---,---
17.01.2008 22:30,71.9,55,64.2,57,38.6,---,39.9,---,---,---,---,---
17.01.2008 22:35,71.9,55,64.2,56,38.6,---,39.9,---,---,---,---,---
17.01.2008 22:40,71.7,54,64,55,38.8,---,39.9,---,---,---,---,---
17.01.2008 22:45,71.6,54,64,55,39.2,---,39.9,---,---,---,---,---
17.01.2008 22:50,71.6,54,63.8,55,39.2,---,39.9,---,---,---,---,---
17.01.2008 22:55,71.7,55,63.8,56,39.3,---,39.9,---,---,---,---,---
17.01.2008 23:00,71.9,55,64,57,39.3,---,39.9,---,---,---,---,---
17.01.2008 23:05,72.3,54,64.2,58,39.3,---,39.9,---,---,---,---,---
17.01.2008 23:10,72.6,54,64.2,59,39.3,---,39.9,---,---,---,---,---
17.01.2008 23:15,72.8,54,64.2,59,39.3,---,40.1,---,---,---,---,---
17.01.2008 23:20,72.8,53,64.4,58,39.3,---,40.1,---,---,---,---,---
17.01.2008 23:25,72.8,53,64.2,57,39.5,---,40.1,---,---,---,---,---
17.01.2008 23:30,72.8,53,64.4,58,39.5,---,40.1,---,---,---,---,---
17.01.2008 23:35,72.6,53,64.4,57,39.7,---,40.1,---,---,---,---,---
17.01.2008 23:40,72.5,53,64.4,57,39.7,---,39.9,---,---,---,---,---
17.01.2008 23:45,72.3,53,64.5,57,40.1,---,39.9,---,---,---,---,---
17.01.2008 23:50,72.3,53,64.5,57,40.1,---,40.1,---,---,---,---,---
17.01.2008 23:55,72.1,52,64.5,58,40.1,---,40.1,---,---,---,---,---
18.01.2008 00:00,71.9,52,64.5,57,40.1,---,40.1,---,---,---,---,---
18.01.2008 00:05,71.7,52,64.4,55,40.1,---,40.1,---,---,---,---,---
18.01.2008 00:10,71.6,52,64.4,56,40.1,---,40.2,---,---,---,---,---
18.01.2008 00:15,71.4,52,64.4,56,40.1,---,40.2,---,---,---,---,---
18.01.2008 00:20,71.4,52,64.4,56,40.1,---,40.2,---,---,---,---,---
18.01.2008 00:25,71.2,52,64.4,57,40.1,---,40.2,---,---,---,---,---
18.01.2008 00:30,71.2,53,64.2,56,40.2,---,40.2,---,---,---,---,---
18.01.2008 00:35,71,53,64.2,57,40.2,---,40.2,---,---,---,---,---
18.01.2008 00:40,70.8,53,64.2,56,40.2,---,40.2,---,---,---,---,---
18.01.2008 00:45,70.7,53,64,56,40.4,---,40.2,---,---,---,---,---
18.01.2008 00:50,70.5,53,64,56,40.4,---,40.4,---,---,---,---,---
18.01.2008 00:55,70.5,53,63.8,55,40.4,---,40.2,---,---,---,---,---
18.01.2008 01:00,70.3,53,63.8,56,40.4,---,40.2,---,---,---,---,---
18.01.2008 01:05,70.1,53,63.8,55,40.4,---,40.4,---,---,---,---,---
18.01.2008 01:10,70.1,53,63.8,56,40.4,---,40.4,---,---,---,---,---
18.01.2008 01:15,69.9,53,63.6,54,40.4,---,40.6,---,---,---,---,---
18.01.2008 01:20,69.9,53,63.6,55,40.4,---,40.6,---,---,---,---,---
18.01.2008 01:25,69.8,53,63.5,55,40.4,---,40.8,---,---,---,---,---
18.01.2008 01:30,69.8,54,63.6,56,40.4,---,40.6,---,---,---,---,---
18.01.2008 01:35,69.8,54,63.6,56,40.4,---,40.6,---,---,---,---,---
18.01.2008 01:40,69.8,54,63.5,55,40.4,---,40.8,---,---,---,---,---
18.01.2008 01:45,69.8,54,63.5,54,40.4,---,41.5,---,---,---,---,---
18.01.2008 01:50,69.6,54,63.5,55,40.4,---,41.5,---,---,---,---,---
18.01.2008 01:55,69.4,54,63.5,55,40.4,---,41.7,---,---,---,---,---
18.01.2008 02:00,69.4,54,63.3,55,40.4,---,41.9,---,---,---,---,---
18.01.2008 02:05,69.4,54,63.3,55,40.4,---,41.9,---,---,---,---,---
18.01.2008 02:10,69.4,54,63.3,55,40.4,---,41.9,---,---,---,---,---
18.01.2008 02:15,69,54,63.3,55,40.4,---,42,---,---,---,---,---
