Date,Open,High,Low,Close,Volume,Adj Close
2008-01-08,58.23,59.31,55.40,55.65,14649500,55.48
2008-01-07,58.65,59.40,56.92,58.05,14362600,57.87
2008-01-04,59.52,60.38,57.80,58.35,13166300,58.17
2008-01-03,62.30,62.51,60.80,61.00,8438500,60.82
2008-01-02,65.30,65.33,62.18,62.19,11124100,62.00
2007-12-31,64.58,66.03,63.72,65.44,6925400,65.24
2007-12-28,64.58,64.95,63.27,64.66,6202300,64.46
2007-12-27,65.25,65.45,63.92,64.13,7427900,63.94
2007-12-26,64.84,65.49,64.06,65.28,5742600,65.08
2007-12-24,64.47,65.79,64.38,65.65,4156700,65.45
2007-12-21,62.94,64.73,62.74,64.57,10789500,64.37
2007-12-20,62.90,62.91,60.31,62.33,9751600,62.14
2007-12-19,61.39,63.04,60.70,61.89,10777000,61.70
2007-12-18,61.82,62.16,59.60,60.90,15646600,60.72
2007-12-17,61.85,62.87,61.05,61.53,10345000,61.34
2007-12-14,60.18,64.00,60.15,62.24,15391900,62.05
2007-12-13,60.76,62.88,58.50,61.37,28482700,61.18
2007-12-12,63.22,64.57,59.44,61.82,26469800,61.63
2007-12-11,65.85,66.25,61.05,61.14,17848200,60.96
2007-12-10,64.02,66.25,63.65,65.65,13947900,65.45
2007-12-07,63.38,64.85,62.20,63.47,11088300,63.28
2007-12-06,59.49,63.53,58.80,63.14,10320800,62.95
2007-12-05,60.75,61.99,59.09,60.01,12244200,59.83
2007-12-04,59.62,60.21,58.42,59.61,14177800,59.43
2007-12-03,62.07,62.53,60.75,61.38,9309000,61.19
2007-11-30,64.16,66.00,62.08,62.63,20808800,62.44
2007-11-29,63.70,63.95,61.59,61.69,18901900,61.50
2007-11-28,60.78,65.00,60.70,64.85,20876900,64.65
2007-11-27,58.90,60.63,57.27,59.90,14354200,59.72
2007-11-26,61.04,61.04,57.33,57.46,10932700,57.29
2007-11-23,59.10,61.14,58.29,60.86,5647500,60.68
2007-11-21,59.10,59.85,56.15,57.75,18573000,57.58
2007-11-20,60.51,63.41,58.38,60.77,17114600,60.59
2007-11-19,61.69,62.05,59.09,60.55,12622800,60.37
2007-11-16,63.05,63.59,60.89,62.38,12671100,62.19
2007-11-15,65.06,65.65,61.90,62.97,14589600,62.78
2007-11-14,65.05,67.73,64.10,65.45,25549500,65.25
2007-11-13,60.13,63.74,59.24,63.49,20015800,63.30
2007-11-12,58.01,60.78,57.76,58.30,15756700,57.97
2007-11-09,53.75,59.35,53.75,58.07,23874900,57.75
2007-11-08,56.01,57.22,52.70,56.11,19997500,55.80
2007-11-07,57.50,58.82,55.55,55.96,17371100,55.65
2007-11-06,58.35,60.39,57.00,59.37,13213600,59.04
2007-11-05,57.02,60.14,56.95,58.54,19342000,58.21
2007-11-02,60.50,60.67,57.16,60.12,21371600,59.78
2007-11-01,61.08,62.39,59.64,60.50,14878600,60.16
2007-10-31,61.91,64.29,61.10,63.34,16006700,62.99
2007-10-30,62.10,63.19,60.66,61.36,9217900,61.02
2007-10-29,60.40,63.28,60.01,62.76,14730700,62.41
2007-10-26,59.12,60.63,57.65,60.42,13996300,60.08
2007-10-25,56.92,58.11,55.21,56.92,18751800,56.60
2007-10-24,57.56,58.54,54.07,57.42,20386100,57.10
2007-10-23,58.95,58.96,56.52,58.27,8597900,57.94
2007-10-22,56.87,58.84,56.00,57.55,11205600,57.23
2007-10-19,59.19,59.78,56.16,57.22,18554700,56.90
2007-10-18,58.70,59.96,58.47,59.45,7555800,59.12
2007-10-17,61.82,61.82,58.75,60.08,11537300,59.74
2007-10-16,61.87,62.00,59.78,60.67,9593400,60.33
2007-10-15,64.25,64.59,61.77,62.33,10091500,61.98
2007-10-12,64.02,64.84,63.27,64.63,6596800,64.27
2007-10-11,65.01,66.08,63.15,64.14,13384800,63.78
2007-10-10,64.35,64.85,63.75,64.49,7429000,64.13
2007-10-09,63.00,64.97,62.05,64.59,9029300,64.23
2007-10-08,64.40,64.50,62.62,62.78,6627500,62.43
2007-10-05,64.24,64.90,63.70,63.98,9345900,63.62
2007-10-04,64.50,64.52,62.44,63.22,6672300,62.87
2007-10-03,64.07,65.22,63.50,64.06,7761200,63.70
2007-10-02,64.01,65.15,63.21,64.72,9445400,64.36
2007-10-01,61.42,64.18,61.23,63.65,7798200,63.29
2007-09-28,62.12,62.82,61.50,61.73,5783200,61.39
2007-09-27,61.03,62.90,60.51,62.53,12677100,62.18
2007-09-26,60.50,62.72,59.37,61.11,18629500,60.77
2007-09-25,60.36,60.78,59.66,60.02,10895900,59.68
2007-09-24,63.11,63.11,60.91,61.13,15639600,60.79
2007-09-21,63.28,63.37,61.64,62.70,10775000,62.35
2007-09-20,64.12,64.94,61.70,62.31,15253500,61.96
2007-09-19,65.39,66.98,63.06,64.11,23410300,63.75
2007-09-18,59.98,64.65,58.50,64.49,44602900,64.13
2007-09-17,58.66,59.19,57.90,58.62,13095000,58.29
2007-09-14,58.55,59.60,57.06,59.50,13940700,59.17
2007-09-13,57.65,60.46,57.44,59.68,16571000,59.35
2007-09-12,54.80,58.12,54.12,57.08,15338000,56.76
2007-09-11,54.37,55.70,54.27,55.18,13808500,54.87
2007-09-10,53.74,54.95,52.28,53.85,11999600,53.55
2007-09-07,52.49,53.84,51.59,52.95,14032100,52.65
2007-09-06,54.50,54.88,53.19,53.83,11641500,53.53
2007-09-05,55.43,55.67,54.03,54.35,10456700,54.05
2007-09-04,54.80,57.29,54.15,56.46,10835400,56.14
2007-08-31,55.60,55.78,54.51,54.83,14853100,54.52
2007-08-30,52.43,55.00,52.43,53.77,11939000,53.47
2007-08-29,54.72,54.96,53.15,54.43,12215900,54.13
2007-08-28,56.05,56.20,53.77,54.28,15995400,53.98
2007-08-27,59.60,59.75,57.53,57.75,8904200,57.43
2007-08-24,58.10,60.60,57.18,60.37,14472500,60.03
2007-08-23,59.45,59.89,57.41,58.18,12790300,57.85
2007-08-22,58.74,59.70,56.10,58.54,17006800,58.21
2007-08-21,56.76,58.72,55.33,57.54,13335100,57.22
2007-08-20,58.51,59.27,55.38,57.07,12949700,56.75
2007-08-17,58.62,60.10,56.42,58.11,27036700,57.79
2007-08-16,50.83,55.30,49.06,54.75,30325600,54.44
2007-08-15,52.95,55.25,50.96,51.57,26793500,51.28
2007-08-14,57.87,57.87,53.59,53.67,23557600,53.37
2007-08-13,61.01,61.82,56.89,57.30,14845600,56.98
2007-08-10,58.97,60.89,56.54,59.07,17901300,58.59
2007-08-09,61.64,63.80,60.01,60.15,22692400,59.66
2007-08-08,62.58,66.08,62.04,64.78,26750900,64.25
2007-08-07,57.38,62.50,57.38,60.71,26138800,60.22
2007-08-06,56.50,58.50,52.63,58.27,25912300,57.80
2007-08-03,59.38,60.27,55.46,55.78,27368800,55.33
2007-08-02,60.90,62.69,59.46,60.45,16845800,59.96
2007-08-01,61.00,62.28,58.85,60.82,19855500,60.33
2007-07-31,66.15,66.94,61.73,62.00,12289100,61.50
2007-07-30,64.66,65.42,62.50,64.80,11139100,64.27
2007-07-27,64.40,66.30,63.28,64.22,14851000,63.70
2007-07-26,65.81,66.39,62.05,64.50,18295300,63.98
2007-07-25,66.86,68.44,65.40,67.66,13293000,67.11
2007-07-24,68.06,68.38,65.41,66.34,14902000,65.80
2007-07-23,68.93,69.86,68.25,68.85,6566500,68.29
2007-07-20,70.88,70.88,67.27,68.29,13237700,67.74
2007-07-19,71.85,72.50,69.60,70.43,9390000,69.86
2007-07-18,71.40,72.38,70.29,71.65,13458700,71.07
2007-07-17,73.20,74.09,72.47,73.06,5829400,72.47
2007-07-16,72.63,74.00,72.53,72.80,4691800,72.21
2007-07-13,73.40,74.00,72.75,73.50,5351700,72.90
2007-07-12,71.91,73.34,71.45,73.24,9463500,72.65
2007-07-11,70.80,71.39,70.05,71.39,12105300,70.81
2007-07-10,73.80,73.88,70.93,71.10,9985200,70.52
2007-07-09,75.19,75.39,74.37,74.86,3843800,74.25
2007-07-06,74.33,74.93,73.74,74.80,3626500,74.19
2007-07-05,74.64,75.12,73.95,74.62,4259800,74.01
2007-07-03,74.30,75.10,73.81,74.60,3776000,73.99
2007-07-02,75.80,76.99,73.64,74.17,5845900,73.57
2007-06-29,76.01,76.26,73.19,74.52,8065200,73.92
2007-06-28,76.00,76.80,75.19,75.92,6871700,75.30
2007-06-27,74.00,76.26,73.04,76.19,9475000,75.57
2007-06-26,75.69,75.90,74.06,74.22,7577600,73.62
2007-06-25,76.69,77.58,74.41,75.05,8941200,74.44
2007-06-22,78.71,78.86,76.27,76.62,9299800,76.00
2007-06-21,79.68,79.84,77.46,79.24,8488300,78.60
2007-06-20,81.70,82.05,79.78,79.84,8121700,79.19
2007-06-19,80.01,81.52,80.00,81.30,5872300,80.64
2007-06-18,80.03,80.87,79.23,80.58,5459800,79.93
2007-06-15,79.30,80.71,78.62,79.07,7246200,78.43
2007-06-14,77.12,78.98,77.02,78.80,5461300,78.16
2007-06-13,76.80,77.90,76.80,77.87,7899400,77.24
2007-06-12,76.92,78.19,76.02,76.06,13707400,75.44
2007-06-11,74.79,76.02,74.00,75.68,6214200,75.07
2007-06-08,73.72,74.31,72.65,74.19,5130100,73.59
2007-06-07,74.15,75.04,72.71,73.29,8065200,72.70
2007-06-06,74.30,74.68,73.90,74.22,4320700,73.62
2007-06-05,74.98,75.84,74.25,75.05,4811200,74.44
2007-06-04,75.20,75.52,74.50,74.97,3669000,74.36
2007-06-01,74.85,75.45,73.50,75.23,5118900,74.62
2007-05-31,73.87,74.54,73.16,73.38,4740000,72.78
2007-05-30,72.56,73.47,71.91,73.20,5922300,72.61
2007-05-29,72.96,73.45,72.40,72.91,3084800,72.32
2007-05-25,73.47,73.69,72.20,72.76,3685000,72.17
2007-05-24,74.30,75.53,72.86,73.28,5228400,72.69
2007-05-23,74.90,74.92,73.94,74.14,6072100,73.54
2007-05-22,73.71,74.40,73.31,74.08,5124900,73.48
2007-05-21,73.14,76.45,72.52,73.31,13069000,72.72
2007-05-18,73.02,73.20,71.70,72.40,15684300,71.81
2007-05-17,73.40,73.59,72.51,72.94,5083800,72.35
2007-05-16,74.59,74.98,72.73,73.35,8758800,72.75
2007-05-15,74.64,75.43,73.56,73.87,5918600,73.27
2007-05-14,75.42,75.75,73.90,74.40,4086200,73.80
2007-05-11,75.26,75.95,74.99,75.35,3938300,74.74
2007-05-10,76.60,76.60,74.99,75.03,3384100,74.27
2007-05-09,75.80,76.84,75.68,76.60,3048400,75.83
2007-05-08,76.85,76.85,75.15,75.99,3764600,75.22
2007-05-07,77.75,78.17,76.57,76.85,2627700,76.07
2007-05-04,75.85,77.45,75.65,77.30,4281100,76.52
2007-05-03,75.45,75.90,74.92,75.65,3187800,74.89
2007-05-02,74.97,76.18,74.65,75.49,4142700,74.73
2007-05-01,75.12,75.56,73.59,74.83,6037400,74.07
2007-04-30,76.13,76.48,75.18,75.28,4270400,74.52
2007-04-27,75.91,76.57,75.72,76.13,2835500,75.36
2007-04-26,76.83,77.94,76.36,76.68,3713600,75.91
2007-04-25,76.91,77.52,75.59,77.18,5179500,76.40
2007-04-24,77.73,77.99,75.89,76.43,5577600,75.66
2007-04-23,78.75,79.21,77.58,77.82,4504600,77.03
2007-04-20,78.98,78.98,77.22,78.14,6884500,77.35
2007-04-19,77.01,78.40,76.34,77.35,5483500,76.57
2007-04-18,75.34,78.15,75.25,77.58,7243700,76.80
2007-04-17,76.01,76.40,75.40,75.84,5871500,75.07
2007-04-16,73.05,76.50,73.05,75.89,9617800,75.12
2007-04-13,72.74,72.74,71.82,72.22,3200900,71.49
2007-04-12,71.34,72.24,70.75,72.07,3898600,71.34
2007-04-11,72.47,72.48,70.95,71.34,5944000,70.62
2007-04-10,72.26,72.82,71.93,72.24,3867200,71.51
2007-04-09,71.60,72.39,71.17,72.29,4180100,71.56
2007-04-05,71.11,71.81,70.91,71.44,2794600,70.72
2007-04-04,71.00,71.40,70.02,71.11,4118000,70.39
2007-04-03,69.55,70.91,69.13,70.91,6557500,70.19
2007-04-02,70.18,70.25,68.60,69.16,4865200,68.46
2007-03-30,70.67,70.99,69.59,70.07,3725000,69.36
2007-03-29,70.95,71.38,69.62,70.31,4955200,69.60
2007-03-28,71.49,71.49,70.01,70.02,7542000,69.31
2007-03-27,72.20,72.30,71.25,71.76,4662000,71.04
2007-03-26,73.54,73.82,71.96,72.73,4304300,72.00
2007-03-23,72.50,73.71,72.25,73.50,4070200,72.76
2007-03-22,74.58,74.81,72.81,73.17,6688100,72.43
2007-03-21,72.76,75.22,71.54,74.20,11364600,73.45
2007-03-20,72.40,73.00,71.86,72.33,5025300,71.60
2007-03-19,72.15,72.89,71.91,72.30,4903100,71.57
2007-03-16,73.22,73.29,70.98,71.19,7807700,70.47
2007-03-15,71.72,73.77,71.72,73.03,9657900,72.29
2007-03-14,71.00,72.36,68.07,71.72,22950300,71.00
2007-03-13,75.86,75.90,71.85,72.00,12652400,71.27
2007-03-12,74.61,76.63,74.60,76.55,5898300,75.78
2007-03-09,76.30,76.55,74.75,75.83,6320700,75.06
2007-03-08,75.21,76.49,74.89,75.75,6808500,74.99
2007-03-07,74.30,74.93,73.48,73.90,5849200,73.15
2007-03-06,72.52,74.53,72.52,74.23,9181000,73.48
2007-03-05,70.89,72.86,70.88,71.12,8583900,70.40
2007-03-02,73.00,73.56,71.87,72.10,8058400,71.37
2007-03-01,71.52,74.43,70.46,73.24,10615800,72.50
2007-02-28,74.91,75.00,73.10,73.31,11036200,72.57
2007-02-27,76.44,76.78,72.80,74.19,11295500,73.44
2007-02-26,79.70,79.74,77.42,77.83,7116900,77.04
2007-02-23,82.03,82.03,78.99,79.04,6568100,78.24
2007-02-22,82.88,83.56,81.85,82.03,3873700,81.20
2007-02-21,82.85,82.97,81.90,82.64,2794400,81.81
2007-02-20,82.01,83.40,81.40,83.12,2857500,82.28
2007-02-16,82.84,83.13,82.20,82.61,2819000,81.78
2007-02-15,83.46,83.81,83.10,83.29,3800500,82.45
2007-02-14,83.30,84.36,82.77,83.65,4542200,82.81
2007-02-13,82.22,83.04,81.82,82.83,3504500,81.99
2007-02-12,83.30,83.77,81.47,82.22,3737800,81.39
2007-02-09,84.85,85.74,81.84,83.30,5350900,82.46
2007-02-08,85.50,85.50,83.07,84.42,3984300,83.57
2007-02-07,85.95,86.18,85.20,85.70,2584500,84.69
2007-02-06,85.48,86.12,85.06,85.61,2526600,84.60
2007-02-05,85.55,85.75,84.62,85.30,2500600,84.29
2007-02-02,84.72,86.00,84.20,85.80,4636900,84.79
2007-02-01,84.25,85.53,84.11,84.97,8135200,83.97
2007-01-31,80.94,82.50,80.20,82.24,3506300,81.27
2007-01-30,80.77,81.50,80.55,80.94,3084500,79.98
2007-01-29,81.37,81.93,80.41,80.68,3192000,79.73
2007-01-26,81.42,81.83,79.89,81.07,3757700,80.11
2007-01-25,83.70,84.00,80.88,80.96,5682600,80.00
2007-01-24,82.72,84.13,82.50,84.00,3597300,83.01
2007-01-23,82.19,82.58,81.45,82.50,4311600,81.52
2007-01-22,83.75,83.75,82.04,82.12,4634600,81.15
2007-01-19,82.30,83.56,82.30,83.15,3640400,82.17
2007-01-18,83.58,83.58,81.97,82.30,4078100,81.33
2007-01-17,82.50,83.90,81.92,83.32,4336700,82.33
2007-01-16,83.20,83.35,82.36,82.53,3823800,81.55
2007-01-12,81.15,82.74,80.84,82.74,5642400,81.76
2007-01-11,79.65,81.13,79.25,81.11,5822000,80.15
2007-01-10,77.66,79.85,77.36,79.55,4393300,78.61
2007-01-09,78.25,78.65,77.68,78.24,3938900,77.31
2007-01-08,76.64,78.40,76.40,78.18,4393600,77.26
2007-01-05,76.30,77.42,76.20,76.74,5130700,75.83
2007-01-04,78.63,79.62,76.57,76.84,5956200,75.93
2007-01-03,78.13,79.59,77.98,78.63,5422000,77.70
2006-12-29,77.60,78.88,77.60,78.12,2426300,77.20
2006-12-28,78.53,78.66,77.70,78.00,1871500,77.08
2006-12-27,77.95,78.75,77.65,78.65,2100400,77.72
2006-12-26,76.72,77.60,76.72,77.49,1236100,76.57
2006-12-22,77.05,77.33,76.11,76.86,2065100,75.95
2006-12-21,77.93,78.48,77.03,77.31,2798100,76.40
2006-12-20,76.54,78.19,76.46,77.99,3650900,77.07
2006-12-19,77.18,77.18,75.80,76.20,3409200,75.30
2006-12-18,76.48,77.68,76.27,77.09,3313100,76.18
2006-12-15,76.20,76.74,75.51,76.10,4957000,75.20
2006-12-14,75.85,77.17,75.11,76.08,5816800,75.18
2006-12-13,76.75,77.37,76.37,76.37,3351900,75.47
2006-12-12,76.13,77.20,75.00,76.67,4330300,75.76
2006-12-11,76.55,77.67,76.55,76.95,3021100,76.04
2006-12-08,76.10,77.31,75.71,77.03,3469300,76.12
2006-12-07,76.33,77.45,75.72,75.90,3818500,75.00
2006-12-06,74.85,76.47,74.82,76.33,3450900,75.43
2006-12-05,75.40,75.75,74.50,75.38,4016100,74.49
2006-12-04,73.35,75.70,73.35,75.64,3935900,74.75
2006-12-01,73.40,73.94,72.26,73.35,5544700,72.48
2006-11-30,74.45,74.94,73.34,73.67,4990200,72.80
2006-11-29,76.20,76.41,73.75,75.14,3791000,74.25
2006-11-28,73.87,75.52,73.50,75.29,3507400,74.40
2006-11-27,76.08,76.28,73.67,73.86,3668800,72.99
2006-11-24,76.51,77.08,75.90,76.58,1102800,75.67
2006-11-22,77.50,77.98,77.21,77.78,1764200,76.86
2006-11-21,76.65,77.19,75.77,77.13,3402700,76.22
2006-11-20,75.95,76.86,75.80,76.11,2152400,75.21
2006-11-17,75.89,76.28,75.40,76.13,1878700,75.23
2006-11-16,75.95,76.53,75.49,75.93,2605200,75.03
2006-11-15,74.93,75.99,74.50,75.40,3996500,74.51
2006-11-14,73.70,75.37,72.53,74.92,3841700,74.03
2006-11-13,72.20,73.81,72.00,73.37,3562100,72.50
2006-11-10,71.45,72.43,71.25,72.18,4388100,71.21
2006-11-09,74.31,74.51,71.08,71.39,6841000,70.43
2006-11-08,75.02,75.79,74.22,74.30,4164300,73.30
2006-11-07,76.15,76.38,75.25,75.50,2597400,74.48
2006-11-06,74.50,76.32,74.50,76.15,3441700,75.12
2006-11-03,76.35,76.79,74.09,74.43,3021300,73.43
2006-11-02,74.60,76.55,73.69,76.00,4722400,74.98
2006-11-01,77.86,78.22,74.55,74.66,4831600,73.65
2006-10-31,77.67,78.32,77.29,77.84,3152800,76.79
2006-10-30,76.57,77.91,76.05,77.67,2387200,76.62
2006-10-27,77.72,78.02,76.40,76.56,2651900,75.53
2006-10-26,77.80,78.80,77.50,78.41,2567000,77.35
2006-10-25,78.17,78.67,77.09,77.40,3055800,76.36
2006-10-24,77.39,78.50,77.39,78.34,2500200,77.28
2006-10-23,76.97,78.10,76.53,77.64,2660800,76.59
2006-10-20,77.66,77.68,76.59,77.07,2610400,76.03
2006-10-19,77.50,77.78,77.11,77.48,2933800,76.44
2006-10-18,78.00,78.89,77.55,78.09,4271400,77.04
2006-10-17,77.80,78.23,76.45,77.48,4553600,76.44
2006-10-16,77.30,78.70,77.00,78.55,3440500,77.49
2006-10-13,76.64,77.85,76.21,77.73,3489700,76.68
2006-10-12,75.45,76.97,75.02,76.66,3324500,75.63
2006-10-11,74.55,75.18,74.16,74.89,3253500,73.88
2006-10-10,74.95,76.29,74.80,75.55,3229400,74.53
2006-10-09,74.52,75.24,74.22,74.80,2607600,73.79
2006-10-06,75.25,75.36,74.53,74.66,2971900,73.65
2006-10-05,75.65,75.94,74.98,75.79,2661700,74.77
2006-10-04,75.00,76.04,74.26,76.00,4476000,74.98
2006-10-03,74.49,76.21,74.20,75.54,4997600,74.52
2006-10-02,72.48,74.92,72.48,74.48,3166200,73.48
2006-09-29,73.85,74.67,73.60,73.86,3062400,72.87
2006-09-28,73.37,73.88,72.74,73.35,2202600,72.36
2006-09-27,74.06,74.45,72.96,73.37,3674800,72.38
2006-09-26,72.89,74.65,72.40,74.55,5481500,73.55
2006-09-25,71.66,73.20,71.40,72.88,3944100,71.90
2006-09-22,70.75,71.35,70.30,70.87,2730900,69.92
2006-09-21,71.80,73.00,70.84,71.17,3365900,70.21
2006-09-20,71.80,72.42,71.10,71.79,3951100,70.82
2006-09-19,71.50,72.26,70.47,70.68,3968300,69.73
2006-09-18,71.61,72.24,71.03,71.09,3516800,70.13
2006-09-15,72.33,72.70,71.52,71.61,4923700,70.65
2006-09-14,69.50,72.06,69.35,72.04,6321600,71.07
2006-09-13,67.65,70.90,67.42,70.06,8029800,69.12
2006-09-12,66.38,68.22,66.28,68.02,6202700,67.10
2006-09-11,65.35,65.64,64.83,65.30,3003500,64.42
2006-09-08,65.00,66.80,64.85,66.13,2828000,65.24
2006-09-07,65.98,66.23,65.34,65.42,3194900,64.54
2006-09-06,65.85,65.98,65.45,65.98,4291100,65.09
2006-09-05,64.96,66.58,64.91,66.25,5868400,65.36
2006-09-01,64.26,64.27,63.04,63.55,3179500,62.69
2006-08-31,63.02,63.88,62.98,63.81,3505400,62.95
2006-08-30,62.96,63.70,62.50,63.10,3249300,62.25
2006-08-29,64.43,64.43,61.88,62.48,5985200,61.64
2006-08-28,63.96,64.79,63.20,64.42,3753000,63.55
2006-08-25,64.64,64.90,64.01,64.13,3539900,63.27
2006-08-24,66.08,66.08,64.51,64.85,2371700,63.98
2006-08-23,65.94,66.35,65.20,65.60,3087500,64.72
2006-08-22,66.15,66.65,65.43,65.61,2942700,64.73
2006-08-21,66.96,66.96,65.53,65.92,3035700,65.03
2006-08-18,67.20,67.24,66.07,66.95,2279300,66.05
2006-08-17,67.30,67.79,66.82,67.10,2655900,66.20
2006-08-16,66.84,67.44,66.36,67.30,3188600,66.39
2006-08-15,65.00,66.24,64.93,65.85,4938000,64.96
2006-08-14,64.65,64.94,63.05,63.35,3446500,62.50
2006-08-11,65.08,65.25,63.72,64.26,2189100,63.39
2006-08-10,64.44,65.60,63.68,65.01,3824600,64.02
2006-08-09,67.22,67.66,64.46,64.62,3850900,63.63
2006-08-08,66.73,68.34,66.07,66.30,4266400,65.29
2006-08-07,67.00,67.59,66.36,66.72,2986000,65.70
2006-08-04,67.51,68.61,66.95,67.55,4819400,66.52
2006-08-03,63.32,66.50,63.21,66.17,3447600,65.16
2006-08-02,64.02,64.35,63.29,64.20,3825400,63.22
2006-08-01,64.08,64.44,63.20,64.17,2244600,63.19
2006-07-31,65.00,65.25,64.41,64.95,2957400,63.96
2006-07-28,62.90,65.59,62.82,65.40,4721300,64.40
2006-07-27,62.75,63.44,62.14,62.29,2625500,61.34
2006-07-26,63.35,63.35,62.22,62.44,2327200,61.49
2006-07-25,62.70,63.40,61.75,63.35,3748800,62.38
2006-07-24,61.00,64.56,60.75,62.95,3394700,61.99
2006-07-21,62.37,62.37,60.20,60.41,3547700,59.49
2006-07-20,63.15,63.37,61.99,62.13,2965500,61.18
2006-07-19,60.54,63.50,60.54,63.15,5321400,62.18
2006-07-18,60.15,61.24,59.25,59.97,4100500,59.05
2006-07-17,60.52,60.88,59.46,60.24,3285800,59.32
2006-07-14,61.25,61.58,59.83,60.53,3375600,59.60
2006-07-13,62.16,62.77,61.19,61.26,4424900,60.32
2006-07-12,64.81,65.10,63.08,63.25,2844900,62.28
2006-07-11,64.45,64.90,63.35,64.81,3008000,63.82
2006-07-10,64.90,65.39,64.09,64.50,2209900,63.51
2006-07-07,65.70,65.90,64.32,64.42,2281400,63.43
2006-07-06,65.65,66.70,65.64,65.77,2835600,64.76
2006-07-05,66.10,66.35,65.04,65.45,3249200,64.45
2006-07-03,65.35,67.05,65.32,66.92,2229700,65.90
2006-06-30,64.71,65.25,63.90,65.15,3887400,64.15
2006-06-29,62.03,64.65,61.67,64.58,5635800,63.59
2006-06-28,61.36,62.18,60.95,61.81,3106100,60.86
2006-06-27,62.27,63.30,61.29,61.36,3254900,60.42
2006-06-26,62.62,63.28,62.59,63.09,2104200,62.13
2006-06-23,63.00,63.44,62.52,62.71,2367100,61.75
2006-06-22,63.58,64.50,62.72,63.25,3705800,62.28
2006-06-21,62.40,64.12,62.40,63.58,5088300,62.61
2006-06-20,62.44,63.00,62.03,62.37,3989300,61.42
2006-06-19,63.73,64.20,61.75,62.18,3570200,61.23
2006-06-16,63.51,63.70,62.40,63.35,4505000,62.38
2006-06-15,61.75,63.97,61.70,63.72,5882500,62.75
2006-06-14,59.69,60.92,59.69,60.91,7041000,59.98
2006-06-13,62.06,62.30,58.37,59.42,10562000,58.51
2006-06-12,65.75,65.99,61.58,62.01,9884200,61.06
2006-06-09,66.25,66.90,65.32,65.61,4812200,64.61
2006-06-08,65.40,66.06,63.30,65.70,6911000,64.70
2006-06-07,65.10,66.56,64.41,65.46,4083600,64.46
2006-06-06,66.00,66.24,64.50,65.04,4856300,64.05
2006-06-05,67.38,68.10,65.44,65.51,3876900,64.51
2006-06-02,68.21,69.48,67.36,67.53,4530600,66.50
2006-06-01,66.55,67.68,66.11,67.52,3824000,66.49
2006-05-31,65.90,66.61,65.23,66.61,5655000,65.59
2006-05-30,66.50,66.68,65.03,65.12,4601700,64.12
2006-05-26,66.45,67.15,65.72,67.06,3755600,66.03
2006-05-25,65.42,65.47,64.01,65.43,5259200,64.43
2006-05-24,64.90,65.68,62.82,64.33,8240300,63.35
2006-05-23,67.30,67.35,64.94,64.96,4803500,63.97
2006-05-22,66.48,66.85,65.05,66.02,5915300,65.01
2006-05-19,66.40,67.80,65.90,67.48,7090500,66.45
2006-05-18,66.80,67.57,66.08,66.21,4747600,65.20
2006-05-17,67.50,67.74,65.83,66.66,6756300,65.64
2006-05-16,68.63,69.13,67.58,68.35,4036500,67.30
2006-05-15,69.45,70.18,67.45,68.28,6595500,67.24
2006-05-12,71.78,71.78,69.44,69.54,6282000,68.48
2006-05-11,74.10,74.45,71.61,71.77,4623800,70.67
2006-05-10,74.04,74.64,72.95,74.25,3213800,73.00
2006-05-09,74.05,74.75,73.94,74.45,2839500,73.19
2006-05-08,76.25,76.25,73.92,73.98,3050100,72.73
2006-05-05,73.00,75.15,72.39,74.97,4492900,73.70
2006-05-04,73.10,73.10,71.46,71.55,3179800,70.34
2006-05-03,71.83,72.45,70.88,71.71,4265400,70.50
2006-05-02,71.73,73.30,71.50,72.83,5491000,71.60
2006-05-01,75.65,75.75,71.55,71.75,8669100,70.54
2006-04-28,156.10,157.69,150.17,151.15,9301400,74.30
2006-04-27,152.50,156.60,151.90,156.01,6417200,76.69
2006-04-26,151.70,153.19,151.28,153.19,2774600,75.30
2006-04-25,153.60,153.83,150.25,150.95,4783000,74.20
2006-04-24,155.09,155.09,153.25,154.00,3603000,75.70
2006-04-21,155.25,155.95,154.70,155.09,3386000,76.24
2006-04-20,155.00,156.32,154.75,155.26,2849600,76.32
2006-04-19,154.95,156.50,154.30,155.32,4740000,76.35
2006-04-18,152.38,154.95,151.60,154.95,5536600,76.17
2006-04-17,150.50,152.29,149.93,151.56,3515600,74.50
2006-04-13,148.80,150.37,148.53,150.23,3428600,73.85
2006-04-12,148.80,149.37,147.59,148.98,2817400,73.23
2006-04-11,150.55,151.34,147.85,148.00,6084800,72.75
2006-04-10,148.80,151.28,148.16,150.30,4088800,73.88
2006-04-07,151.40,151.96,148.30,148.65,4279200,73.07
2006-04-06,149.31,151.10,148.44,151.00,6159200,74.23
2006-04-05,147.22,149.19,147.22,148.46,3825800,72.98
2006-04-04,144.65,147.60,144.04,147.13,4301600,72.32
2006-04-03,145.40,147.35,144.52,144.82,4622000,71.19
2006-03-31,144.25,145.81,144.10,144.53,3429400,71.04
2006-03-30,144.11,146.28,142.78,143.54,4009600,70.56
2006-03-29,143.11,145.90,142.60,143.92,6004600,70.75
2006-03-28,146.71,147.69,142.30,142.33,7179600,69.96
2006-03-27,144.91,146.99,144.86,146.70,3034400,72.11
